1	your_position
299	black_knights_fortress
300	cooks_assistant
301	the_corsair_curse
302	demon_slayer
305	ernest_the_chicken
306	goblin_diplomacy
307	imp_catcher
308	the_knights_sword
309	misthalin_mystery
310	pirates_treasure
311	prince_ali_rescue
312	the_restless_ghost
313	romeo_juliet
314	rune_mysteries
315	sheep_shearer
316	shield_of_arrav
317	gravestone
318	witchs_potion
319	combat_achievement_tasks_completion_popup
320	architectural_alliance
321	combat_achievement_tasks_repeat_completion
322	alfred_grimhands_barcrawl
323	combat_achievement_tasks_failure
324	the_enchanted_key
325	the_generals_shadow
326	combat_achievement_tasks_repeat_failure
329	family_pest
330	mage_arena_ii
331	animal_magnetism
332	another_slice_of_h_a_m
333	between_a_rock
334	big_chompy_bird_hunting
335	biohazard
336	cabin_fever
337	clock_tower
338	cold_war
339	contact
340	creature_of_fenkenstrain
341	darkness_of_hallowvale
342	death_plateau
343	death_to_the_dorgeshuun
344	the_depths_of_despair
345	desert_treasure
346	devious_minds
347	the_dig_site
348	dragon_slayer_ii
349	dream_mentor
350	druidic_ritual
351	dwarf_cannon
352	eadgars_ruse
353	eagles_peak
354	elemental_workshop_i
355	elemental_workshop_ii
356	enakhras_lament
357	enlightened_journey
358	the_eyes_of_glouphrie
359	fairytale_i_growing_pains
360	fairytale_ii_cure_a_queen
361	family_crest
362	the_feud
363	fight_arena
364	fishing_contest
365	forgettable_tale
367	the_fremennik_isles
368	the_fremennik_trials
369	garden_of_tranquillity
370	gertrudes_cat
371	ghosts_ahoy
372	the_giant_dwarf
373	the_golem
374	the_grand_tree
375	the_great_brain_robbery
376	grim_tales
377	the_hand_in_the_sand
378	haunted_mine
379	hazeel_cult
381	holy_grail
382	horror_from_the_deep
383	icthlarins_little_helper
384	in_aid_of_the_myreque
385	in_search_of_the_myreque
386	jungle_potion
387	kings_ransom
389	lost_city
390	the_lost_tribe
391	lunar_diplomacy
392	making_friends_with_my_arm
393	making_history
394	merlins_crystal
395	monkey_madness_i
396	monkey_madness_ii
397	monks_friend
398	mountain_daughter
401	murder_mystery
402	my_arms_big_adventure
403	nature_spirit
406	one_small_favour
407	plague_city
408	priest_in_peril
409	the_queen_of_thieves
411	rag_and_bone_man_ii
412	ratcatchers
413	recipe_for_disaster
414	recruitment_drive
415	regicide
416	roving_elves
417	royal_trouble
418	rum_deal
419	scorpion_catcher
420	sea_slug
421	shades_of_mortton
422	shadow_of_the_storm
423	sheep_herder
424	shilo_village
425	the_slug_menace
426	a_souls_bane
427	spirits_of_the_elid
428	swan_song
429	tai_bwo_wannai_trio
430	a_tail_of_two_cats
431	tale_of_the_righteous
432	a_taste_of_hope
433	tears_of_guthix
434	temple_of_ikov
435	throne_of_miscellania
436	the_tourist_trap
437	tower_of_life
438	tree_gnome_village
439	tribal_totem
440	troll_romance
441	troll_stronghold
442	underground_pass
444	wanted
445	watchtower
447	what_lies_below
448	witchs_house
449	zogre_flesh_eaters
450	varrock
451	grand_exchange
452	lumbridge
453	falador
454	camelot
455	seers_village
456	ardougne
457	watchtower
458	yanille
459	senntisten
460	marim
461	kharyrll
462	lunar_isle
463	kourend_castle
464	waterbirth_island
465	fishing_guild
466	annakarl
467	troll_stronghold
468	catherby
469	ghorrock
470	carrallangar
471	bosses
472	raids
473	clues
474	minigames
475	other
476	abyssal_sire
477	barrows_chests
478	bryophyta
479	callisto
480	cerberus
481	chaos_elemental
482	chaos_fanatic
483	commander_zilyana
484	corporeal_beast
